11552750	12220,24869,1481,16011,23448,5094,20630
10322250	10702,16485,2353,18575,1731
7483500	3740,9486,420,23331,21865,18864
3148500	16217,4762,12795,6908,3627,28561,18624,8662,19796,201,11465,8890,8327,22126,8689,7059,2382,25793,7620
11169500	11791,10688,3647,6352,21078,14020,24922,12828,19277,4220,12173,18801,14294,366,18196,10014,17640
10598500	12220,155,9563,7105,14165,599,18575,24385,11776
47000	
4102750	10026,17031,19021,26843,19149,5192,15353
5655250	6817,239,9563,6080,3285,16406,11196,290,11624,8628,9340,21533,4571,24036,16540,14020,4125,4338,7427,23338,18275,17249,26031,22023,6190,14469,13853,18630,6466,7743,20300,18805,24194,11396,14138,20411,23878,8637,20047,23662,18515,3313,15018,11679,24917,4544,3702
3293750	17829,26523,5856,17636,18075
341000	4003,25676,2257,26722,25402,1739,17958,26754,9290,11652,679
267250	16406,7105,9802,18829,679
6654750	14261,4731
5957500	27741,8637
4475750	23774,259,15114,155,24575,15584,17945,21838,9671,3627,4479,6497,23475,21110,6352,19113,21092,26267,4949,19539,22840,13390,25488,3719,13592,4281,7988,16754,12068,29504,27401,18805,11396,13701,11612,20411,8689,7856,547,8149,15934,24385,2227,12686,20551,679,21796,20536
7190750	1538,27791,9413,14526
7163250	4452,2257,4571,26595,12943,10329,20154,18791,18805,23604,17748,8148,24385,29099,17060
12231250	12220,9111,26633,4479,26973,27155,7560,19539,647,28149,18273,6191,6246,10329,28784
12386500	13087
1441500	15879,12033,2846,2791,12670,743,12628,9209
9842500	20317,11605,7868,15210,7380,28791,10908,19048,18805,12924,25086,11052,11176
7320250	
3009000	7230,21657,2033,10604,17732,14261,14695,11000,16110,27117,28411,5627,1507,22393,28347,8724,21840,12964,19014,15019,12327,11176
6205000	10352,17153
1727500	4452,2787,28669,3228,7812,27334
4907500	11060,8965,5086,6374,24430,27711
4680000	16463,25372
4454500	28653,15138,21071,27117,3723,26699,15019,25830
2251750	22727,25177
382250	5740,22393,12840,25372
9351750	11080,14580,993
10773000	20715,2257,25092,15639,11889,25488,2999
4804500	28465
9044750	
10696000	5845,21110,11022,16202,3458
5199750	10868,679
3952000	12220,22380,1912,3627,4479,3196,6571,5474,6864,25299,3723,13998,25372,21844,26699,25917,25669,19837,28391,29099,26894,10014,16550,4648,2128
2756000	25565,15320,13773,21485,11347,21092,24311,2198
140500	14625,23779,18730,6918
11496750	28898,20101,29084,20565,2695,587
7600250	2762,10718,17924,6908,24869,12758,3228,16110,4949,12352,25488,25570,23793,24415,11052,19509,11176
6433000	16396
2704750	13592,14417
232000	26067,16406,7868,16311,21865,12133,361,180
415500	194,554,23164
528250	155,11196,12977,7096,2963,8693,26270
10069500	21400,15322,21838,7868,14048,8978,8637
1530250	
1189000	1546,11328,10329,12175,23628,28621,15019
4378500	
7211250	7061
5754500	11790,14020,10282,28752,143,23214,25618,15423,14784,20751
7810250	6880,8637
7513250	26545,23203,27257,9301,7692,16463,29153,1756,27544,25372,4078,29203,24590
3520000	9563,8508,7105,454,6498,1700,17055,28065,18829,23409,5791,22058
4852000	21110,16268,29146
9839750	11328,18281,28410,3805
8622000	8702,11125,15935
3549000	9111,5184,6148,14261,5285,7297,10872,647,5957,26598,12395,26380
3396250	4953
8353250	19702,155,7230,13097,20297,3438,12285,7560,25570,27205,22317,4078,1966,26401
8123500	14931,1591,3390,22852
8910750	16700,12033,5598,17106,22934,3361,7868,18167,4510,14734,420,24503,6801,26614,6246,29078,3469,12173,26693,10948,11330,12688,27514,29099,3590,22556
299750	3034,11080,24601
1969000	5987,12220,937,20297,6352,18575,4993,3254,16550,21567
5011500	22489,6219,26523,5652,11196,23779,28937,1831,27092,16463,643,1756,28098,21847,13749,4078,29203,10136,15661,7059,18388,22280,11679,7354,20180
4035250	26633,27539
12275500	23134,7572
3795000	26127,9802,11687,12352,6597,23143,24601,11670,29099
8528750	15315
5354000	21078,7173,10948,10014,20180
2874500	28059,3047,19422,2257,7868,7323,14914,7386,7910,28370
1531250	28992,24087,10188,26523,16979,9549,21337,22442,10999,24942,10247,7827,7026,4949,12352,2963,2655,23338,25488,4676,12394,27198,28214,21146,949,6092,10404,7990,23662,1008,4499,18075,9879,25260,11176
6272000	29103,12055,26067,6080,3936,22367,2803,17758,26451,17400,10171,3149,20180
2103250	6290,3627,13737,11022,7822,1831,7567,25219,16564,12394,6724,4220,4078,22280,28855,14902
2232500	11060,11196,24986,14261,11000,24929,11080,3723,26516,19217,4683,679
5279750	27435,27117,11571,28065,4795,10151,2872,17297,2368,1788,29465
1812000	16406,7105,11196,12977,7868,15639,23143,28410,29077,19814
5828250	16979,599,4808,6988,510,10962,1008,9031
6233750	4220
11761750	12489
4186500	11563,7105
2797750	11790,20595,8689
9794000	9301
6266000	
5059000	
4097500	2762,24844
2626250	7868,4351,16077,28230
9685000	11605,15450,17032,3185,9569,3272
11225500	19974,3740,21110,2655,12259,20388,11175
4370750	7168,1666,21110,15638,2610,20284,3723,15716,23628
8523250	25500,7827,14458
847750	25770,21838,21684,18024,21787,13390,3714,28169,1752,27406,12728,23304,19891
9244000	9486,7868,13442,16836,27501,9972,9620,16519
8102000	2683,5591,21110,18213,26614,768,10079
1792000	6080,28937,9301,5285,13259,23351,16540,10872,20979,24314,13390,16500,23214,24471,20154,29203,23623,20630,28481,28319,17024,11176
1904750	22484,26815,23928,9138,24010,22253,25888,15906,7071,27314
6412750	23632,25092,26722,3719,7208,14580,637,15019,12666,11052
9463750	25733,15138,16406,7105,11201,11196,12977,1797,3677,27791,26758,20386,19814
9076750	15159,2826,18575,17748,528,5712,26401,3720,22368
11352000	6163
1782250	155,24460,21110,5554,18002,19374,2568,3237,26736,28333,14415
11782250	18002
4852500	9563
1074500	16602
6354500	5377,26159
11874000	24087,12220,13844,18741,16028,18167,4510,18180,1282,4220,13354,26270,10014,22556
7218000	11543,10702,12220,2257,2421,20955,13562,26619,18630,1731,22317,29034,22556,17214
11022500	15019,24307
11579750	11196,26722,15217,8410,14020,19733,9083,8702,12132,11330,12688
10790500	22889,22126
3089500	1917
5248750	20668,24375,27035,18575,28924,23623,9290,15086
5608250	4731
4399750	
10831750	13482,5640
2768250	16094,19026,23421
8701250	1884
7921500	28087
3344750	12220,12078,5015,11022,2421,3329,28435,19514,14020,1771,7173,24196,27427,2042,3313,29099,11078,28524,8805
11601500	27785,26972,6190
1699500	24715,16716
9802000	11160,5883,24947,24015,21909,12888,18791,18804,24601,13240
11321750	4294,21672,9906,4238,22421,2804,17639,4354,24907,21684,22880,10879,12358,20206,643,4102,3176,16075,6242,27205,6466,25742,6284,13745,4262,15390,3564,29330,7997,6348,13888,1000,3847,11730,17060,28481,19891
5780000	25386,14450,26665,8313,21336,15811,27257,21071,11431,24274,26744,15471,471,7061,11022,27906,9340,5705,21092,622,2173,29418,749,23781,16529,262,3723,17657,29364,15315,22393,20724,28885,21865,26308,10928,29224,6569,18515,10058,1000,5094,17061,19523,20180
861250	21110
11701500	27390,13891,15858,15838,24784,22369,7922,20803,2825,12285,12280,13737,16481,4531,23284,1557,15631,6398,26886,24332,14020,3542,22235,24737,16088,18592,13607,4186,24898,15315,4281,6199,25707,18758,24139,6462,16775,26679,4424,19681,29197,18674,29203,15151,24196,6309,6152,17760,7314,2410,4366,5738,4544,24060,10489,14150,17641,22052,20184,23531,27511
6897000	18544,16463,24177,13431,7626
3981750	8717,5053,25386,1831,19928,27791,6520,16082,21565
9344000	25511
854250	24601
3326250	9389,9479,10866
8702500	15138,9486,24780,17597,23779,12285,21372,20425,28770,7868,20449,8662,29547,4949,8257,11080,19381,12173,23662,24598,2605,617,4329,11176
980000	3228,1739,29099
6140500	
8017000	23284,21092,27505,22280,15096
4994000	
10566000	28053,7868,18980,13554
7797000	10745,15159,1420,13942,22148,6263,8122,2412,24066,28788
5336750	11000,12352,25272,11176
3282250	11857,24601,19126
981000	12220,28270,11196,17458,29022,28008,26722,16110,15639,8662,16140,11687,14020,4927,22547,27501,12394,18759,2898,10329,14153,27160,5429,23623,28966,8689,4997,4938,11176
3249250	26394,22240,1237
3954500	15584,26315,12162,18292,14952,25510,7856,931
10064500	12220,28466,22583,12394,6820,8269,29099
2168250	21838,7868,27133
2737250	24053
6458250	7692,23475,27205,22280
6998500	11790,20595,3627,6319,29547,11687,24015,201,11983,21326,8689
11535250	13984,2257,16463,6843,19021,6024,22989,17024
6172000	
1525000	11196,2257
4844000	15138,5598,7868,1831,28362,11176
1492500	24886,10188,28899,16406,21838,3627,7868,16110,21683,16540,10269,17653,3926,2267,10059,11679,6876,679
3035250	22400,11196,7096,14020,11080,993
11362000	7868,2963,5330
7545250	13891,27238,14381,14020,8149,29099,14030,21911
10972250	16396
10628500	12013,25386,20297,11263,24869,11857,12994,21110,21061,21092,28945,13020,3723,28641,27791,4078,12159,14294,14233,13784,18075
2148250	14294
11391250	17417,28924,27998
2088000	21110,2655,3719,10381,25372,20585,4078,21883,15019,5131,617,3720
7687500	25380,5267,15138,7963,7902,14498,19208,20803,290,7868,8628,12182,12394,18592,18730,19574,16929,682,6190,18369,13853,7743,6737,16453,3787,23662,1233,13888,28625,20551,619,4544,5369,12364,14603,3760
5024500	12220,7660,17372,12168,7105,13779,10106,12977,26378,7868,6145,21110,3228,14265,1206,9802,11687,29084,8439,5680,22547,8816,12394,22864,18730,20747,18805,5403,24601,17748,528,22280,13888,2410,16550,25029,25260,5099,17491,7473
4073250	9946,22836,27415,12271,17153,12792
2200750	27155,12674,9315,26401,9210
7854500	12285,2421,4949,14020,16463,11080,19217,29203,13450,527,7552,29099,679
4087750	251,3627,23475,2655,27791
317500	7868,4571,17851,6980,22029,18805
1446250	1155,20297,3390,4078,16849,2042,23482
4063000	19974
9782000	2826,7248,10381,29364,6724
5491500	22489,5845,16939,22244,239,20803,12285,8628,14265,25989,25212,2655,13390,1691,2000,27406,11032,4544,15897
6014750	28653,18771
11772000	
4850000	25920,11605,1428,12512,3174,14678,3458,614
4153000	9567,26523,11080,17835,22621,21865,14942,27539
11339250	6828
11631250	5598
620500	10646,934,21840
7306250	19973,22329,21110,26722,17181,21078,4691,2655,19573,22359,2249,17747
11137750	24869,6104,22447,27906,934,6193,25360,5832,12068,4226,21841,24669,19891
4037500	14523,25883,26614,27407,5230,13036
5915250	15138,2367
5082500	14020
6768000	16818,7827
7450000	7868,14261,6672
2808500	12394,25372,27637
364250	
10000250	28256,5598,6438,17153,6171
200250	17556,12352,10893,25570
7286500	
2852250	2251,8090,21706,14261,11682,18957,1918,15980,3503,8020,28410,16411,21503,29099,4647,25244
650750	
10976250	22032,15138,12489,1533,12394
7375000	11201,11857,25309,16463,2655,20184
6380000	28425,20327
12173500	15405,1325,3627,554,14266,28184,29287,28370
5027500	
11131750	915,16406,11196,7868,882,29472,12271,14482,5738,10726,17647
12028500	18496,11196,21392,16540,661,13390,21593,15311,8519,2999,11679,7600,9213,21975
11847750	10948
805750	
6334000	10627,9413
5254500	21672,3423,22400,4238,13153,15478,7868,12717,24929,4336,9317,25488,25618,20300,26308,7708,18611,6546,24601,6348,28391,14531,14533,5712,24306,17020
1838000	2963
405000	26698
9807250	21372,7868,17759,26722,8662,11328,241,10329,6096,25086,20636
7143250	1228,22366,21813,5557,510,19941,28641,1773,24281,22087,11849,29203,10157,637,23896
1140750	15138,3285,3937,27063,7868,5184,14261,6741,17421,15395,15622,1293
7103000	12586,18741,22636,9549,13118,5574,13737,16488,26722,3249,12394,14580,21869,11465,15423,22106,4039,14071,23662,14363,15019
3903500	9563,15138,24274,9633,21899,15514,27609,28605,25618,1392,16279
3963750	251,12977,26972,6352,4949,14020,10381,12159,19014,23662,3590,7356,11176
6683250	
5693000	22916,21899,12674,28945,14020,2655
11114000	25372
6358500	10194
11730000	2513,1446,14498,18523,471,23656,12914,13390,6193,15335,25742,24471,15390,13787,21565
9288000	2683,6352,11328,6401,2971
1909250	504,15811,5416,16818,23470,21110,5285,18180,27683,2963,8193,2655,28410,25372,23914,11449,27406,6326,8383,24645,5131,10014,15992,17060,679,23896,21975,20516
5910250	26605,937,554,2240
10592000	12220,9486,6908,2257,2440,7868,4571,19514,4949,12352,8816,22393,14580,21628,5399,25372,1335,993,11176
3054250	12285,3627,11931,29203,5448
12061000	18075
10264750	
1381000	25329,14261,1831,8662,8724,11638,29099
6400000	28270,15065,15672,19381,2452,2600,18038,20551
3719250	14931,3606,3362,18624,25631,2217,4960,22505,125,29137,17150,6482,15395
5082750	7868,17280,2059,11029,20449,29547,11080,26631,6740,4795,20575
3031750	23774,3740,15584,215,16406,7105,16420,11196,6908,3627,24984,12977,7061,7567,22529,16110,15639,27117,4949,14020,23143,18730,26288,11781,23214,11849,6114,28924,12175,18131,8689,23604,18388,3804,679,21919,11176
10653250	18544,16406,12285,14242,21392,23656,18024,29473,26034,18843,10670,29203,23857,3254,29099,619,20180,4709
7435500	7975
6603750	
5407750	16373,25676,6352,3850,11080,28410,27711,29099
7361250	16396,12400,17835,9291,22893
38250	22489,22244,15138,28008,14265,28719,8662,20626,27343,28082,2898,14318,17959,11447,22731,10051
2771250	255,26314,29490,16609,25948,23284,24942,26722,7560,22567,2963,476,8838,6247,22359,480,25331,1494,14360,29099,27670,4641
3787750	6904,25908,6077,19458,26969
1247000	25635,2669
3684750	20846,25559,1831,12431
3317500	155,7105,9111,7692,16836,4338,17657,17446,679,4326
9972250	15138,7963,21110,29334
2870250	17606,23284,14020,29363,28603,8327,12964,19431,15096
8997500	
7323750	27019
3573750	15831,4452,11670,25260,21919,11176
7898750	21838,5574,3228,16110,24503,17588,26894
799000	24553,11687,18730,3350,2669,29099,750,25839,16578,3555
5968250	13097,16406,11196,26516,4078
6015000	2570,24323
9946250	155,21091,11688,4731,21865,2899,3720
1793250	2033,14020,27625,22393,21067,679
2921750	25733,14182,11201,11203,12754,6880,18025,6438,25272,143,18805,15934,11035,13888,7314,11670,20184,11176
434750	19394,19973,16972,6104,4571,17158
5847500	27458,7868,5539,28504,11080,17995,21865,29505,8978
861750	23284,3723,4731,28924,4078,3720
5522250	8739,2257,24898,12883,8689,679,25260
12234750	21632,5266,22179,21110,6681,4510,11682,11080,13607,26614,25517,10329,4078,949,14393,4039,26736,10176,2971,29465,23541
4770500	12220,20297,29214,24869,4808,27135,2610,14020,12394,27625,15315,9165,22317,5797,13374,24196,10404,7335,18433,19126,27191,7354,25029,18075,13554
5654000	23861,10247,4571,5896,20417,528
3592750	29547,241,19962,5836
8792750	5598,25883,14416
4895250	16624,24541,26308,1335
11590500	13512,14821,7868,11578,14817,10622,7997
3405000	19974,22489,19027,18672,10176,27932
2378500	19974,23774,18937,7230,18690,17470,10970,14795,26619,25372,12886,2669,10014,2367,28243
10047250	12132,3555
4712250	2963,18388,20902
6150750	15584,15831,4510,18185,2963,2655,28184,17429,27795,4835,14363,11330,10014
3581250	5848,1325,21110,12512,28411,3723,22126
10312750	12016,21672,3627,20164,2257,7868,16110,23783,12352,24503,6154,28985,17835,5185,2899,4078,8689,9620,15934,6672,28370
10112000	6839
5440500	17945,25272,11080,5043
4967250	28391
11046750	7169
9123500	2683,15138,20846,12168,14694,2610,15,6447,7990
4047000	17945,7105,8943,12828,7208,21865,3983,20551,29446,7624
11434750	20083,9985,3543,24155,18758,21823,23323,16612,7071,24004,10840
5906250	3047,20529
10212500	24081,24788
10845500	18075
3216500	28992,20548,2963,27198,8028,21146,27168,21501,6617
1855750	7105
6848000	8816,26619,23622,24601
1966250	155,20425,2257,26722,16110,20207,12216,23999,9838,11052
5846250	19993,17747
1104500	2683,5845,12977,21110,18448,29084,667,16463,18678,14294,24975,9838,11052,28813
1934750	21838,12528
5187750	24168,6431
2891500	819,14161,3627,2257,26722,21539,4949,8027,14580,28370,11176
4876750	11431,7868,4080,2945,12394,17835,143,949,19496,11378,18197,9838,21950,14150,17218,17640,20536
10816000	27334
5121750	251,15138
1047000	
2920750	5655,22400,29490,15478,13278,14261,15946,23538,6154,12068,22961,6918,21973
5226500	12220,3627,11687,29234,8689
3751500	20300
621500	5845,22034,16009,7868,6143,23861,4147,3723,27817,8726,15401,6326,27508,11670,29099,19126,23364,5099
7405250	17431,25372
9436000	504,4731
7568250	13112,29304,12394,11670
5078750	23071,26665,25329,554,21110,26705,20484,25098,7096,24015,5310,11080,7260,23251,10329,23628,6672,679,14596
9586500	6906,8860,20800,25676,7868,4571,10795,11080,18275,8304,29501,5799,16849,18611,29541,24601,13888,29092,24323
10768750	12870,2570,17592,19993,24323,11150
1148000	14266,26429
6780500	19394,25676,4571,10893
9592500	23241,22094,24869,7868,13020,20764,5661,10329,679,676
5898500	28465,7105,23433,374,26722
6234000	19582,21372,16463,26659,4220,23683,29260,19875,26699,9021,3590,12438,17020
835000	19632,25215
11896000	15302,16564,13853
747500	
154750	11196,8943
3723750	21672,1831,3406,13247
10609250	5330,1020
4193750	21657,24296,24929
3211250	16110,18630,7173,11983,11076,12431
5438000	3046
1074750	12220,16406,2257,27092,11080,3699,12747,11679,16550,679,22556
563500	28653,23928,7868,28347,10778,3658,5461,18990,7376,22058
9055750	18024
9716500	6908,11465,28065
3661500	13853
3014750	7868,3228,18558,2353,1147,2024
10944750	8719,155,12055,6294,17920,29547,19673,11080,28752,13592,25372,25687,6918,13450,21501
2322750	
3849750	9549,26699
1911500	8868,25500,16406,21815,3627,4479,9657,6148,3228,14261,24616,16110,15639,4949,22547,1073,23251,7173,9120,12133,22317,12747,11983,8689,20386,19814,8094,1047,23304
8100250	
10546500	5955
8172250	
9069000	12220,155,15302,11456,10644,3627,6319,28017,2257,7868,21110,14065,11573,22393,14580,19937,5185,3677,24471,19217,1080,11396,11176,24534
1165500	
4317250	15159,21110
11340250	6215,26973,12394,14294,19379
9671750	2826,7868,26722,2655,29203,14119,11052
11397250	23541
3644250	7230,14661,22425,3723,15142,4381,8637,17781
11564250	6104,1831,16540,9140,25483,3723,28347,13124,14969
12377250	11280,2729,15138,1831,27927,24929,3151,11080,24730,19023,5667,6918,8689,21887,679,18075,1501,5492
1046250	2257,6621,11983,11396,18196
5220750	28438,13793,785,25933,8689,25240,26216
7034000	9341,20937,3850,26829,29203,11776
5037000	12055,21838,21283,28059,7868,26722,24960,15639,20625,2945,14796,11080,6828,27446,8304,20648,27791,5896,23621,27508,2382,7354,679,14590,5099
5745000	2257,26722,4571,29416,24923,27529,11080,18730,8978,20658,19417,26737,23662,2669,9838,2103
2386250	6255,7061,6880,26754,948
5911250	22489,12352
6497000	7927,647,11923,20902
6683750	5267,25770,17945,2826,29551,10169,2655,4731,26619,15446,24562,27204,14818,4078,29203,14119,8996,24977,4939,17491,28788
2138750	21334,14120,11029
2448250	17423,949,28727,24669,4051
9121750	19974,25733,21838,15946,19514,949,18805
5865750	25060,16939,26297,1446,28616,21283,1681,4238,11196,28937,20896,7868,4171,3228,27136,22505,24016,10268,20979,9462,22234,9745,1756,27544,27033,25556,11371,2872,57,11652,24917,3145,29331,28177,3760
9811750	12220,27466,16550
1499750	5655,28032,1831,16079,739
12027000	
5735000	5470,24977
10297000	25058,20584,6698,5908,4306
8230750	
417250	2513,9549,3627,12068,2367
1110750	21110,22499,3458,3101
3625250	5625,21372,21110,20549,17327
4809750	1831,23884,679
8314250	27618,20103,4626,11196,6352,16540,18773,25933,4834
9179500	17629,12220,27637
4184250	27371,12220,14182,18353,11196,6550,28710,8082,4949,14020,647,25488,11127,241,7741,7728,26716,16550,8565
1240250	20297,5998,18392,21092,12394,13975,7871,23623,8689
5264500	12220,19038,26083,17945,24272,6100,1642,14261,5912,4949,12352,18251,22547,28791,12394,18730,16965,19262,18805,27508,23878,5470,18433,24385,14533,16550,26420
11616250	
8799750	12018,17824,27456,20826,19199,7868,11080,13592,11396
8049000	26546,14821,2804,14240,21092,3850,20979,27544,25556,4582,27955,21695,17664
1181250	28992,18932,13070,15858,8058,17968,8339,27257,5458,21110,21092,7208,26512,11849,10617,17783,6672,4689
6700250	8719,9549,647,7957,24158,11578,18575,7552,20676,23134
8170750	1966
8666500	11790,1644,15672,27467
12384250	21747,5458,3658
725000	20846,20425,2257,26722,1831,2655,18597,17835,25372,14482,20902
3846250	27371,12220,8719,16722,25380,14182,15584,27840,25092,26722,12352,11882,8231,11679,21563
3895750	12933,12475,5469,12606
9628250	23779,18024,10866,20750
266500	255,22659,9657
10756500	14942
6977000	
1985250	2683,28059,9645
309750	15365,4545
2882750	4452
8129250	22489,22999,10718,878,24844,7868,18097,16323,18805,25260
7892000	5267,15153,1530,14194,24471,24194,15661,16319,20630,3559,17647
2198750	13054,12220,9250,21110,13216,12394,12257,14294,16550
2253250	11196,1591,12977,7868,14261,3034,26722,437,11080,18730,28189,5667,7703,18805,11652,28621,21067,22754
11737250	599
4658500	17453,21110,25960,1670,24196,679
7322250	11977,23861,10240,4949,11176
11129250	23861,11687,11080,15718,14580,23251,23214,28924,949,14724,20658,9838,14577
9215000	22489,27458,11196,8943,21110,6352,14020,938,12394,9242,15315,1773,18575,26694,6178,14294,10097,2436,29425,8651,25029,20750
10539250	1461,14020,4486,27625,17835,8702
9438000	12220,15639,24977
5726500	19973,5848,14470,25733,7105,13779,29490,7868,14020,14796,5680,17072,11080,2693,28410,25372,949,22731,10176,22280,10059,4970,4300,23465,17394,11176
7060500	18353,504,3384,12287,22442,5285,11080,26017,9396,23214,27,17582,8692,24645,760,8220,21975,16276
4447000	18361,4078,12627
6872750	20393,26111
1025250	1918,15883,13247,509
9512750	13285,23736,27804,4239,25651,21152,11383,3228,28135,11080,21593,19903,27205,22168,17880,25991,679
10774750	20338,19155,24966,1577,11687,23251,11465,2899,27791,14942,4683
12229000	17389,29148
8822250	27068,18013,17483
9212500	17158,14701,1293
5239500	23407,23928,18353,318,21110,1979,14153
1459750	
9199500	20803,24969,4081,17978,29099
7002750	
472000	3515,14647,6211,23584,25333,6542,2605
4257000	16913,21657,23202,11196,6908,12329,23475,4571,2945,4949,18002,15089,27625,24196,13450,24598,11176
6751750	2033,13737,22522,3658,26699,20419,1008
